"","Origin","Destination","Product","Month","Quantity"
"816","South Africa","France","FreshFusion Detergent","Jun2004",544
"817","South Africa","France","FreshFusion Diaper Rash Remedy","Jun2004",501
"818","South Africa","France","FreshFusion Hair Mask","Jun2004",1841
"819","South Africa","France","FreshFusion Mouth Rinse","Jun2004",684
"820","South Africa","France","FreshStart Toothpaste","Jun2004",987
"821","South Africa","France","GentleGlow Baby Face Wash","Jun2004",1784
"822","South Africa","France","GentleGlow Baby Sunscreen","Jun2004",1039
"823","South Africa","France","GentleGlow Dish Soap","Jun2004",481
"824","South Africa","France","GentleGlow Face Cleanser","Jun2004",743
"825","South Africa","France","GentleGlow Face Lotion","Jun2004",1325
"826","South Africa","France","GentleGlow Pet Grooming Kit","Jun2004",1953
"827","South Africa","France","HydraHydrate Hand Cream","Jun2004",706
"828","South Africa","France","Hydrating Honey Body Lotion","Jun2004",1989
"829","South Africa","France","LittleLullaby Diaper Cream","Jun2004",1096
"830","South Africa","France","LittleLullaby Diaper Liners","Jun2004",1811
"831","South Africa","France","LuminousLip Care","Jun2004",271
"832","South Africa","France","LuminousLocks Shampoo","Jun2004",581
"833","South Africa","France","MorningBreeze Gum Care","Jun2004",1164
"834","South Africa","France","MorningMist Deodorant","Jun2004",345
"835","South Africa","France","OralEase Gel","Jun2004",947
"836","South Africa","France","OralEase Plus Toothbrush","Jun2004",1366
"837","South Africa","France","PurePaw Dog Shampoo","Jun2004",680
"838","South Africa","France","PurePore Baby Lotion","Jun2004",1085
"839","South Africa","France","PurePore Baby Skincare Set","Jun2004",551
"840","South Africa","France","PurePore Insect Repellent Spray","Jun2004",746
"841","South Africa","France","PurePore Sanitary Belt","Jun2004",1316
"842","South Africa","France","PurePore Toner","Jun2004",1524
"843","South Africa","France","Purezza Body Wash","Jun2004",748
"844","South Africa","France","RadiantRinse Color Protector","Jun2004",1457
"845","South Africa","France","RadiantRose Baby Massage Oil","Jun2004",1415
"846","South Africa","France","RadiantRose Face Mask","Jun2004",1036
"847","South Africa","France","RadiantRose Glass Cleaner","Jun2004",1992
"848","South Africa","France","RadiantRover Pet Conditioner","Jun2004",1709
"849","South Africa","France","Refreshing Rose Body Oil","Jun2004",638
"850","South Africa","France","SilkSmooth Exfoliating Scrub","Jun2004",1777
"851","South Africa","France","SilkySkin Baby Cream","Jun2004",1406
"852","South Africa","France","SilkySkin Baby Moisturizer","Jun2004",412
"853","South Africa","France","SilkySkin Moisturizing Cream","Jun2004",639
"854","South Africa","France","SkinSational Moisturizer","Jun2004",1636
"855","South Africa","France","SmellSational Baby Room Spray","Jun2004",1547
"856","South Africa","France","SmellSational Intimate Spray","Jun2004",1215
"857","South Africa","France","SmellSational Odor Eliminator","Jun2004",260
"858","South Africa","France","SmellSational Pet Deodorizer","Jun2004",1223
"859","South Africa","France","SmileSavvy Tooth Whitening Kit","Jun2004",1247
"860","South Africa","France","SmileShield Whitening Strips","Jun2004",658
"861","South Africa","France","SmilesSoPure Waterpik","Jun2004",185
"862","South Africa","France","SmoothOperator Shaving Gel","Jun2004",564
"863","South Africa","France","SoftStep Baby Shampoo","Jun2004",1985
"864","South Africa","France","SoftStep Shaving Cream","Jun2004",657
"865","South Africa","France","SoftStep Shaving Cream for Women","Jun2004",514
"866","South Africa","France","SoothingPaws Cat Lotion","Jun2004",696
"867","South Africa","France","SoothingSerenity Air Freshener","Jun2004",1689
"868","South Africa","France","SoothingSerenity Baby Oil","Jun2004",1904
"869","South Africa","France","SoothingSerenity Baby Rub","Jun2004",1226
"870","South Africa","France","SoothingSerenity Hand Sanitizer","Jun2004",1572
"871","South Africa","France","SoothingSerenity Scalp Treatment","Jun2004",1094
"872","South Africa","France","SoothingSoft Fabric Softener","Jun2004",731
"873","South Africa","France","SparklingClean All-Purpose Cleaner","Jun2004",321
"874","South Africa","France","SparklingSmile Water Flosser","Jun2004",340
"875","South Africa","France","SunShield SPF 50 Lotion","Jun2004",127
"876","Australia","United Kingdom","MorningBreeze Gum Care","Jun2004",155
"877","Australia","United Kingdom","MorningMint","Jun2004",571
"878","Australia","United Kingdom","MorningMist Deodorant","Jun2004",1493
"879","Australia","United Kingdom","OralEase Gel","Jun2004",1894
"880","Australia","United Kingdom","PurePaw Dog Shampoo","Jun2004",1820
"881","Australia","United Kingdom","PurePore Baby Skincare Set","Jun2004",1525
"882","Australia","United Kingdom","PurePore Insect Repellent Spray","Jun2004",1154
"883","Australia","United Kingdom","PurePore Sanitary Belt","Jun2004",584
"884","Australia","United Kingdom","PurePore Toner","Jun2004",1814
"885","Australia","United Kingdom","Purezza Body Wash","Jun2004",703
"886","Australia","United Kingdom","RadiantRinse Color Protector","Jun2004",1202
"887","Australia","United Kingdom","RadiantRose Baby Massage Oil","Jun2004",1853
"888","Australia","United Kingdom","RadiantRose Face Mask","Jun2004",1695
"889","Australia","United Kingdom","RadiantRose Hair Serum","Jun2004",1969
"890","Australia","United Kingdom","RadiantRover Pet Conditioner","Jun2004",1991
"891","Australia","United Kingdom","Refreshing Rose Body Oil","Jun2004",1758
"892","Australia","United Kingdom","SilkSmooth Conditioner","Jun2004",879
"893","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Jun2004",638
"894","Australia","United Kingdom","SilkySkin Baby Cream","Jun2004",1080
"895","Australia","United Kingdom","SilkySkin Baby Moisturizer","Jun2004",818
"896","Australia","United Kingdom","SkinSational Moisturizer","Jun2004",517
"897","Australia","United Kingdom","SmellSational Baby Room Spray","Jun2004",773
"898","Australia","United Kingdom","SmellSational Intimate Spray","Jun2004",1817
"899","Australia","United Kingdom","SmellSational Odor Eliminator","Jun2004",933
"900","Australia","United Kingdom","SmellSational Pet Deodorizer","Jun2004",1105
"901","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Jun2004",512
"902","Australia","United Kingdom","SmileShield Whitening Strips","Jun2004",1352
"903","Australia","United Kingdom","SmilesSoPure Waterpik","Jun2004",608
"904","Australia","United Kingdom","SmoothOperator Shaving Gel","Jun2004",621
"905","Australia","United Kingdom","SoftStep Baby Shampoo","Jun2004",596
"906","Australia","United Kingdom","SoftStep Shaving Cream","Jun2004",1506
"907","Australia","United Kingdom","SoftStep Shaving Cream for Women","Jun2004",1868
"908","Australia","United Kingdom","SoothingPaws Cat Lotion","Jun2004",639
"909","Australia","United Kingdom","SoothingSerenity Air Freshener","Jun2004",1393
"910","Australia","United Kingdom","SoothingSerenity Baby Oil","Jun2004",238
"911","Australia","United Kingdom","SoothingSerenity Baby Rub","Jun2004",979
"912","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Jun2004",466
"913","Australia","United Kingdom","SoothingSerenity Humidifier","Jun2004",638
"914","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Jun2004",1659
"915","Australia","United Kingdom","SoothingSoft Fabric Softener","Jun2004",1130
"916","Australia","United Kingdom","SparklingGlow Toothpaste","Jun2004",2020
"917","Australia","United Kingdom","SparklingSmile Water Flosser","Jun2004",1304
"918","Australia","United Kingdom","SunShield SPF 50 Lotion","Jun2004",595
"919","Egypt","Japan","LuminousLip Care","Jun2004",779
"920","Egypt","Japan","LuminousLocks Shampoo","Jun2004",1542
"921","Egypt","Japan","MorningMist Deodorant","Jun2004",1358
"922","Egypt","Japan","OralEase Gel","Jun2004",1573
"923","Egypt","Japan","OralEase Plus Toothbrush","Jun2004",603
"924","Egypt","Japan","PurePore Insect Repellent Spray","Jun2004",1089
"925","Egypt","Japan","PurePore Sanitary Belt","Jun2004",948
"926","Egypt","Japan","PurePore Toner","Jun2004",663
"927","Egypt","Japan","Purezza Body Wash","Jun2004",676
"928","Egypt","Japan","RadiantRinse Color Protector","Jun2004",1213
"929","Egypt","Japan","RadiantRose Baby Massage Oil","Jun2004",964
"930","Egypt","Japan","RadiantRose Face Mask","Jun2004",638
"931","Egypt","Japan","RadiantRose Glass Cleaner","Jun2004",760
"932","Egypt","Japan","Refreshing Rose Body Oil","Jun2004",1167
"933","Egypt","Japan","SilkSmooth Exfoliating Scrub","Jun2004",1747
"934","Egypt","Japan","SilkySkin Moisturizing Cream","Jun2004",551
"935","Egypt","Japan","SkinSational Moisturizer","Jun2004",1129
"936","Egypt","Japan","SmellSational Odor Eliminator","Jun2004",1292
"937","Egypt","Japan","SmellSational Pet Deodorizer","Jun2004",607
"938","Egypt","Japan","SmileShield Whitening Strips","Jun2004",634
"939","Egypt","Japan","SmilesSoPure Waterpik","Jun2004",606
"940","Egypt","Japan","SmoothOperator Shaving Gel","Jun2004",1143
"941","Egypt","Japan","SoftStep Baby Shampoo","Jun2004",822
"942","Egypt","Japan","SoftStep Shaving Cream","Jun2004",881
"943","Egypt","Japan","SoftStep Shaving Cream for Women","Jun2004",1493
"944","Egypt","Japan","SoothingPaws Cat Lotion","Jun2004",1534
"945","Egypt","Japan","SoothingSerenity Air Freshener","Jun2004",1843
"946","Egypt","Japan","SoothingSerenity Baby Oil","Jun2004",1205
"947","Egypt","Japan","SoothingSerenity Baby Rub","Jun2004",877
"948","Egypt","Japan","SoothingSerenity Hand Sanitizer","Jun2004",1283
"949","Egypt","Japan","SoothingSoft Fabric Softener","Jun2004",853
"950","Egypt","Japan","SparklingGlow Toothpaste","Jun2004",1837
"951","Egypt","Japan","SunShield SPF 50 Lotion","Jun2004",1912
"952","India","Italy","SunShield SPF 50 Lotion","Jun2004",304
"953","India","France","SunShield SPF 50 Lotion","Jun2004",15
"954","South Africa","France","FreshFusion Detergent","Mar2004",583
"955","South Africa","France","FreshFusion Diaper Rash Remedy","Mar2004",497
"956","South Africa","France","FreshFusion Hair Mask","Mar2004",1951
"957","South Africa","France","FreshFusion Mouth Rinse","Mar2004",632
"958","South Africa","France","FreshStart Toothpaste","Mar2004",974
"959","South Africa","France","GentleGlow Baby Face Wash","Mar2004",1644
"960","South Africa","France","GentleGlow Baby Sunscreen","Mar2004",914
"961","South Africa","France","GentleGlow Dish Soap","Mar2004",449
"962","South Africa","France","GentleGlow Face Cleanser","Mar2004",685
"963","South Africa","France","GentleGlow Face Lotion","Mar2004",1298
"964","South Africa","France","GentleGlow Pet Grooming Kit","Mar2004",1856
"965","South Africa","France","HydraHydrate Hand Cream","Mar2004",795
"966","South Africa","France","Hydrating Honey Body Lotion","Mar2004",1932
"967","South Africa","France","LittleLullaby Diaper Cream","Mar2004",1069
"968","South Africa","France","LittleLullaby Diaper Liners","Mar2004",1738
"969","South Africa","France","LuminousLip Care","Mar2004",216
"970","South Africa","France","LuminousLocks Shampoo","Mar2004",567
"971","South Africa","France","MorningBreeze Gum Care","Mar2004",1201
"972","South Africa","France","MorningMist Deodorant","Mar2004",323
"973","South Africa","France","OralEase Gel","Mar2004",1006
"974","South Africa","France","OralEase Plus Toothbrush","Mar2004",1391
"975","South Africa","France","PurePaw Dog Shampoo","Mar2004",655
"976","South Africa","France","PurePore Baby Lotion","Mar2004",1077
"977","South Africa","France","PurePore Baby Skincare Set","Mar2004",557
"978","South Africa","France","PurePore Insect Repellent Spray","Mar2004",698
"979","South Africa","France","PurePore Sanitary Belt","Mar2004",1413
"980","South Africa","France","PurePore Toner","Mar2004",1677
"981","South Africa","France","Purezza Body Wash","Mar2004",707
"982","South Africa","France","RadiantRinse Color Protector","Mar2004",1453
"983","South Africa","France","RadiantRose Baby Massage Oil","Mar2004",1491
"984","South Africa","France","RadiantRose Face Mask","Mar2004",1061
"985","South Africa","France","RadiantRose Glass Cleaner","Mar2004",1851
"986","South Africa","France","RadiantRover Pet Conditioner","Mar2004",1695
"987","South Africa","France","Refreshing Rose Body Oil","Mar2004",666
"988","South Africa","France","SilkSmooth Exfoliating Scrub","Mar2004",1745
"989","South Africa","France","SilkySkin Baby Cream","Mar2004",1582
"990","South Africa","France","SilkySkin Baby Moisturizer","Mar2004",475
"991","South Africa","France","SilkySkin Moisturizing Cream","Mar2004",633
"992","South Africa","France","SkinSational Moisturizer","Mar2004",1557
"993","South Africa","France","SmellSational Baby Room Spray","Mar2004",1512
"994","South Africa","France","SmellSational Intimate Spray","Mar2004",1237
"995","South Africa","France","SmellSational Odor Eliminator","Mar2004",225
"996","South Africa","France","SmellSational Pet Deodorizer","Mar2004",1122
"997","South Africa","France","SmileSavvy Tooth Whitening Kit","Mar2004",1372
"998","South Africa","France","SmileShield Whitening Strips","Mar2004",671
"999","South Africa","France","SmilesSoPure Waterpik","Mar2004",231
"1000","South Africa","France","SmoothOperator Shaving Gel","Mar2004",625
"1001","South Africa","France","SoftStep Baby Shampoo","Mar2004",1904
"1002","South Africa","France","SoftStep Shaving Cream","Mar2004",609
"1003","South Africa","France","SoftStep Shaving Cream for Women","Mar2004",525
"1004","South Africa","France","SoothingPaws Cat Lotion","Mar2004",639
"1005","South Africa","France","SoothingSerenity Air Freshener","Mar2004",1592
"1006","South Africa","France","SoothingSerenity Baby Oil","Mar2004",1733
"1007","South Africa","France","SoothingSerenity Baby Rub","Mar2004",1421
"1008","South Africa","France","SoothingSerenity Hand Sanitizer","Mar2004",1516
"1009","South Africa","France","SoothingSerenity Scalp Treatment","Mar2004",1082
"1010","South Africa","France","SoothingSoft Fabric Softener","Mar2004",674
"1011","South Africa","France","SparklingClean All-Purpose Cleaner","Mar2004",281
"1012","South Africa","France","SparklingSmile Water Flosser","Mar2004",323
"1013","South Africa","France","SunShield SPF 50 Lotion","Mar2004",166
"1014","Australia","United Kingdom","MorningBreeze Gum Care","Mar2004",456
"1015","Australia","United Kingdom","MorningMint","Mar2004",502
"1016","Australia","United Kingdom","MorningMist Deodorant","Mar2004",1462
"1017","Australia","United Kingdom","OralEase Gel","Mar2004",2062
"1018","Australia","United Kingdom","PurePaw Dog Shampoo","Mar2004",1667
"1019","Australia","United Kingdom","PurePore Baby Skincare Set","Mar2004",1378
"1020","Australia","United Kingdom","PurePore Insect Repellent Spray","Mar2004",1090
"1021","Australia","United Kingdom","PurePore Sanitary Belt","Mar2004",474
"1022","Australia","United Kingdom","PurePore Toner","Mar2004",1660
"1023","Australia","United Kingdom","Purezza Body Wash","Mar2004",718
"1024","Australia","United Kingdom","RadiantRinse Color Protector","Mar2004",1205
"1025","Australia","United Kingdom","RadiantRose Baby Massage Oil","Mar2004",2049
"1026","Australia","United Kingdom","RadiantRose Face Mask","Mar2004",1695
"1027","Australia","United Kingdom","RadiantRose Hair Serum","Mar2004",1911
"1028","Australia","United Kingdom","RadiantRover Pet Conditioner","Mar2004",2047
"1029","Australia","United Kingdom","Refreshing Rose Body Oil","Mar2004",1880
"1030","Australia","United Kingdom","SilkSmooth Conditioner","Mar2004",913
"1031","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Mar2004",662
"1032","Australia","United Kingdom","SilkySkin Baby Cream","Mar2004",982
"1033","Australia","United Kingdom","SilkySkin Baby Moisturizer","Mar2004",869
"1034","Australia","United Kingdom","SkinSational Moisturizer","Mar2004",630
"1035","Australia","United Kingdom","SmellSational Baby Room Spray","Mar2004",870
"1036","Australia","United Kingdom","SmellSational Intimate Spray","Mar2004",1853
"1037","Australia","United Kingdom","SmellSational Odor Eliminator","Mar2004",905
"1038","Australia","United Kingdom","SmellSational Pet Deodorizer","Mar2004",1077
"1039","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Mar2004",548
"1040","Australia","United Kingdom","SmileShield Whitening Strips","Mar2004",1437
"1041","Australia","United Kingdom","SmilesSoPure Waterpik","Mar2004",633
"1042","Australia","United Kingdom","SmoothOperator Shaving Gel","Mar2004",616
"1043","Australia","United Kingdom","SoftStep Baby Shampoo","Mar2004",561
"1044","Australia","United Kingdom","SoftStep Shaving Cream","Mar2004",1620
"1045","Australia","United Kingdom","SoftStep Shaving Cream for Women","Mar2004",1712
"1046","Australia","United Kingdom","SoothingPaws Cat Lotion","Mar2004",626
"1047","Australia","United Kingdom","SoothingSerenity Air Freshener","Mar2004",1312
"1048","Australia","United Kingdom","SoothingSerenity Baby Oil","Mar2004",242
"1049","Australia","United Kingdom","SoothingSerenity Baby Rub","Mar2004",994
"1050","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Mar2004",557
"1051","Australia","United Kingdom","SoothingSerenity Humidifier","Mar2004",730
"1052","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Mar2004",1642
"1053","Australia","United Kingdom","SoothingSoft Fabric Softener","Mar2004",1195
"1054","Australia","United Kingdom","SparklingGlow Toothpaste","Mar2004",1966
"1055","Australia","United Kingdom","SparklingSmile Water Flosser","Mar2004",1299
"1056","Australia","United Kingdom","SunShield SPF 50 Lotion","Mar2004",640
"1057","Egypt","Japan","LuminousLip Care","Mar2004",326
"1058","Egypt","Japan","LuminousLocks Shampoo","Mar2004",1435
"1059","Egypt","Japan","MorningMist Deodorant","Mar2004",1355
"1060","Egypt","Japan","OralEase Gel","Mar2004",1657
"1061","Egypt","Japan","OralEase Plus Toothbrush","Mar2004",586
"1062","Egypt","Japan","PurePore Insect Repellent Spray","Mar2004",1139
"1063","Egypt","Japan","PurePore Sanitary Belt","Mar2004",1052
"1064","Egypt","Japan","PurePore Toner","Mar2004",645
"1065","Egypt","Japan","Purezza Body Wash","Mar2004",673
"1066","Egypt","Japan","RadiantRinse Color Protector","Mar2004",1288
"1067","Egypt","Japan","RadiantRose Baby Massage Oil","Mar2004",1102
"1068","Egypt","Japan","RadiantRose Face Mask","Mar2004",621
"1069","Egypt","Japan","RadiantRose Glass Cleaner","Mar2004",760
"1070","Egypt","Japan","Refreshing Rose Body Oil","Mar2004",1226
"1071","Egypt","Japan","SilkSmooth Exfoliating Scrub","Mar2004",1532
"1072","Egypt","Japan","SilkySkin Moisturizing Cream","Mar2004",554
"1073","Egypt","Japan","SkinSational Moisturizer","Mar2004",1130
"1074","Egypt","Japan","SmellSational Odor Eliminator","Mar2004",1448
"1075","Egypt","Japan","SmellSational Pet Deodorizer","Mar2004",642
"1076","Egypt","Japan","SmileShield Whitening Strips","Mar2004",684
"1077","Egypt","Japan","SmilesSoPure Waterpik","Mar2004",653
"1078","Egypt","Japan","SmoothOperator Shaving Gel","Mar2004",1020
"1079","Egypt","Japan","SoftStep Baby Shampoo","Mar2004",769
"1080","Egypt","Japan","SoftStep Shaving Cream","Mar2004",865
"1081","Egypt","Japan","SoftStep Shaving Cream for Women","Mar2004",1289
"1082","Egypt","Japan","SoothingPaws Cat Lotion","Mar2004",1351
"1083","Egypt","Japan","SoothingSerenity Air Freshener","Mar2004",1690
"1084","Egypt","Japan","SoothingSerenity Baby Oil","Mar2004",1152
"1085","Egypt","Japan","SoothingSerenity Baby Rub","Mar2004",902
"1086","Egypt","Japan","SoothingSerenity Hand Sanitizer","Mar2004",1332
"1087","Egypt","Japan","SoothingSoft Fabric Softener","Mar2004",856
"1088","Egypt","Japan","SparklingGlow Toothpaste","Mar2004",1760
"1089","Egypt","Japan","SunShield SPF 50 Lotion","Mar2004",1859
"1090","South Africa","France","FreshFusion All-Purpose Cleaner","May2004",662
"1091","South Africa","France","FreshFusion Detergent","May2004",605
"1092","South Africa","France","FreshFusion Diaper Rash Remedy","May2004",513
"1093","South Africa","France","FreshFusion Hair Mask","May2004",1704
"1094","South Africa","France","FreshFusion Mouth Rinse","May2004",750
"1095","South Africa","France","FreshStart Toothpaste","May2004",924
"1096","South Africa","France","GentleGlow Baby Face Wash","May2004",1713
"1097","South Africa","France","GentleGlow Baby Sunscreen","May2004",1069
"1098","South Africa","France","GentleGlow Dish Soap","May2004",398
"1099","South Africa","France","GentleGlow Face Cleanser","May2004",635
"1100","South Africa","France","GentleGlow Face Lotion","May2004",1349
"1101","South Africa","France","GentleGlow Pet Grooming Kit","May2004",1968
"1102","South Africa","France","HydraHydrate Hand Cream","May2004",846
"1103","South Africa","France","Hydrating Honey Body Lotion","May2004",2082
"1104","South Africa","France","LittleLullaby Diaper Cream","May2004",1090
"1105","South Africa","France","LittleLullaby Diaper Liners","May2004",1787
"1106","South Africa","France","LuminousLip Care","May2004",260
"1107","South Africa","France","LuminousLocks Shampoo","May2004",593
"1108","South Africa","France","MorningBreeze Gum Care","May2004",1120
"1109","South Africa","France","MorningMist Deodorant","May2004",363
"1110","South Africa","France","OralEase Gel","May2004",1008
"1111","South Africa","France","OralEase Plus Toothbrush","May2004",1296
"1112","South Africa","France","PurePaw Dog Shampoo","May2004",638
"1113","South Africa","France","PurePore Baby Lotion","May2004",1030
"1114","South Africa","France","PurePore Baby Skincare Set","May2004",530
"1115","South Africa","France","PurePore Insect Repellent Spray","May2004",694
"1116","South Africa","France","PurePore Sanitary Belt","May2004",1374
"1117","South Africa","France","PurePore Toner","May2004",1708
"1118","South Africa","France","Purezza Body Wash","May2004",864
"1119","South Africa","France","RadiantRinse Color Protector","May2004",1382
"1120","South Africa","France","RadiantRose Baby Massage Oil","May2004",1419
"1121","South Africa","France","RadiantRose Face Mask","May2004",1026
"1122","South Africa","France","RadiantRose Glass Cleaner","May2004",1985
"1123","South Africa","France","RadiantRover Pet Conditioner","May2004",1816
"1124","South Africa","France","Refreshing Rose Body Oil","May2004",653
"1125","South Africa","France","SilkSmooth Exfoliating Scrub","May2004",1810
"1126","South Africa","France","SilkySkin Baby Cream","May2004",1433
"1127","South Africa","France","SilkySkin Baby Moisturizer","May2004",535
"1128","South Africa","France","SilkySkin Moisturizing Cream","May2004",637
"1129","South Africa","France","SkinSational Moisturizer","May2004",1622
"1130","South Africa","France","SmellSational Baby Room Spray","May2004",1457
"1131","South Africa","France","SmellSational Intimate Spray","May2004",1315
"1132","South Africa","France","SmellSational Odor Eliminator","May2004",242
"1133","South Africa","France","SmellSational Pet Deodorizer","May2004",1177
"1134","South Africa","France","SmileSavvy Tooth Whitening Kit","May2004",1380
"1135","South Africa","France","SmileShield Whitening Strips","May2004",625
"1136","South Africa","France","SmilesSoPure Waterpik","May2004",191
"1137","South Africa","France","SmoothOperator Shaving Gel","May2004",692
"1138","South Africa","France","SoftStep Baby Shampoo","May2004",1808
"1139","South Africa","France","SoftStep Shaving Cream","May2004",691
"1140","South Africa","France","SoftStep Shaving Cream for Women","May2004",522
"1141","South Africa","France","SoothingPaws Cat Lotion","May2004",601
"1142","South Africa","France","SoothingSerenity Air Freshener","May2004",1713
"1143","South Africa","France","SoothingSerenity Baby Oil","May2004",1830
"1144","South Africa","France","SoothingSerenity Baby Rub","May2004",1341
"1145","South Africa","France","SoothingSerenity Hand Sanitizer","May2004",1688
"1146","South Africa","France","SoothingSerenity Scalp Treatment","May2004",1032
"1147","South Africa","France","SoothingSoft Fabric Softener","May2004",605
"1148","South Africa","France","SparklingClean All-Purpose Cleaner","May2004",264
"1149","South Africa","France","SparklingSmile Water Flosser","May2004",301
"1150","South Africa","France","SunShield SPF 50 Lotion","May2004",151
"1151","Australia","United Kingdom","MorningMint","May2004",253
"1152","Australia","United Kingdom","MorningMist Deodorant","May2004",1502
"1153","Australia","United Kingdom","OralEase Gel","May2004",2085
"1154","Australia","United Kingdom","PurePaw Dog Shampoo","May2004",1781
"1155","Australia","United Kingdom","PurePore Baby Skincare Set","May2004",1371
"1156","Australia","United Kingdom","PurePore Insect Repellent Spray","May2004",1179
"1157","Australia","United Kingdom","PurePore Sanitary Belt","May2004",494
"1158","Australia","United Kingdom","PurePore Toner","May2004",1834
"1159","Australia","United Kingdom","Purezza Body Wash","May2004",616
"1160","Australia","United Kingdom","RadiantRinse Color Protector","May2004",1218
"1161","Australia","United Kingdom","RadiantRose Baby Massage Oil","May2004",1875
"1162","Australia","United Kingdom","RadiantRose Face Mask","May2004",1647
"1163","Australia","United Kingdom","RadiantRose Hair Serum","May2004",1756
"1164","Australia","United Kingdom","RadiantRover Pet Conditioner","May2004",1821
"1165","Australia","United Kingdom","Refreshing Rose Body Oil","May2004",1911
"1166","Australia","United Kingdom","SilkSmooth Conditioner","May2004",821
"1167","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","May2004",641
"1168","Australia","United Kingdom","SilkySkin Baby Cream","May2004",989
"1169","Australia","United Kingdom","SilkySkin Baby Moisturizer","May2004",762
"1170","Australia","United Kingdom","SkinSational Moisturizer","May2004",517
"1171","Australia","United Kingdom","SmellSational Baby Room Spray","May2004",801
"1172","Australia","United Kingdom","SmellSational Intimate Spray","May2004",2020
"1173","Australia","United Kingdom","SmellSational Odor Eliminator","May2004",854
"1174","Australia","United Kingdom","SmellSational Pet Deodorizer","May2004",1052
"1175","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","May2004",551
"1176","Australia","United Kingdom","SmileShield Whitening Strips","May2004",1672
"1177","Australia","United Kingdom","SmilesSoPure Waterpik","May2004",606
"1178","Australia","United Kingdom","SmoothOperator Shaving Gel","May2004",640
"1179","Australia","United Kingdom","SoftStep Baby Shampoo","May2004",567
"1180","Australia","United Kingdom","SoftStep Shaving Cream","May2004",1631
"1181","Australia","United Kingdom","SoftStep Shaving Cream for Women","May2004",1748
"1182","Australia","United Kingdom","SoothingPaws Cat Lotion","May2004",703
"1183","Australia","United Kingdom","SoothingSerenity Air Freshener","May2004",1437
"1184","Australia","United Kingdom","SoothingSerenity Baby Oil","May2004",217
"1185","Australia","United Kingdom","SoothingSerenity Baby Rub","May2004",995
"1186","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","May2004",549
"1187","Australia","United Kingdom","SoothingSerenity Humidifier","May2004",664
"1188","Australia","United Kingdom","SoothingSerenity Scalp Treatment","May2004",1685
"1189","Australia","United Kingdom","SoothingSoft Fabric Softener","May2004",1135
"1190","Australia","United Kingdom","SparklingGlow Toothpaste","May2004",1881
"1191","Australia","United Kingdom","SparklingSmile Water Flosser","May2004",1187
"1192","Australia","United Kingdom","SunShield SPF 50 Lotion","May2004",686
"1193","Egypt","Japan","LuminousLip Care","May2004",383
"1194","Egypt","Japan","LuminousLocks Shampoo","May2004",1519
"1195","Egypt","Japan","MorningMist Deodorant","May2004",1465
"1196","Egypt","Japan","OralEase Gel","May2004",1601
"1197","Egypt","Japan","OralEase Plus Toothbrush","May2004",576
"1198","Egypt","Japan","PurePore Insect Repellent Spray","May2004",1127
"1199","Egypt","Japan","PurePore Sanitary Belt","May2004",950
"1200","Egypt","Japan","PurePore Toner","May2004",766
"1201","Egypt","Japan","Purezza Body Wash","May2004",718
"1202","Egypt","Japan","RadiantRinse Color Protector","May2004",1191
"1203","Egypt","Japan","RadiantRose Baby Massage Oil","May2004",972
"1204","Egypt","Japan","RadiantRose Face Mask","May2004",639
"1205","Egypt","Japan","RadiantRose Glass Cleaner","May2004",709
"1206","Egypt","Japan","Refreshing Rose Body Oil","May2004",1075
"1207","Egypt","Japan","SilkSmooth Exfoliating Scrub","May2004",1802
"1208","Egypt","Japan","SilkySkin Moisturizing Cream","May2004",546
"1209","Egypt","Japan","SkinSational Moisturizer","May2004",1081
"1210","Egypt","Japan","SmellSational Odor Eliminator","May2004",1464
"1211","Egypt","Japan","SmellSational Pet Deodorizer","May2004",591
"1212","Egypt","Japan","SmileShield Whitening Strips","May2004",635
"1213","Egypt","Japan","SmilesSoPure Waterpik","May2004",725
"1214","Egypt","Japan","SmoothOperator Shaving Gel","May2004",1152
"1215","Egypt","Japan","SoftStep Baby Shampoo","May2004",755
"1216","Egypt","Japan","SoftStep Shaving Cream","May2004",956
"1217","Egypt","Japan","SoftStep Shaving Cream for Women","May2004",1064
"1218","Egypt","Japan","SoothingPaws Cat Lotion","May2004",1412
"1219","Egypt","Japan","SoothingSerenity Air Freshener","May2004",1902
"1220","Egypt","Japan","SoothingSerenity Baby Oil","May2004",1289
"1221","Egypt","Japan","SoothingSerenity Baby Rub","May2004",886
"1222","Egypt","Japan","SoothingSerenity Hand Sanitizer","May2004",1313
"1223","Egypt","Japan","SoothingSoft Fabric Softener","May2004",849
"1224","Egypt","Japan","SparklingGlow Toothpaste","May2004",1957
"1225","Egypt","Japan","SunShield SPF 50 Lotion","May2004",1985
